latitude,longitude,sst,sss,d18osw
-13.225689,106.812503,24.474765,34.025180,0.827811
-13.225689,107.937503,24.560295,34.021215,0.827437
-13.225689,109.062503,24.671106,34.020927,0.829148
-13.225689,110.187503,24.783700,34.026403,0.833045
-13.225689,111.312503,24.905033,34.033524,0.837872
-13.225689,112.437503,25.031905,34.037833,0.841925
-13.225689,113.562503,25.159869,34.033161,0.843563
-13.225689,114.687503,25.295699,34.011807,0.840745
-13.225689,115.812503,25.425666,33.967652,0.831925
-13.225689,116.937503,25.548979,33.894533,0.815746
-13.225689,118.062503,25.657118,33.797910,0.793411
-13.225689,119.187503,25.746506,33.662855,0.761197
-13.225689,120.312503,25.835105,33.476524,0.716451
-13.225689,121.437503,25.901334,33.218658,0.655505
-13.225689,122.562503,25.987712,32.984161,0.601314
-13.225689,123.687503,26.066179,32.809526,0.561712
-13.225689,143.937504,23.897621,34.301620,1.079524
-13.225689,145.062504,23.527405,34.392214,1.109653
-13.225689,146.187504,23.336247,34.430723,1.123967
-13.225689,147.312504,23.360142,34.394358,1.114878
-13.225689,148.437504,23.490077,34.342332,1.100899
-13.225689,149.562504,23.596999,34.318611,1.095682
-12.957061,91.062503,23.880687,34.147151,0.864281
-12.957061,92.187503,23.884581,34.139303,0.860460
-12.957061,93.312503,23.909595,34.128343,0.856188
-12.957061,94.437503,23.963988,34.113815,0.851728
-12.957061,95.562503,24.026308,34.098554,0.847511
-12.957061,96.687503,24.078289,34.086474,0.844046
-12.957061,97.812503,24.125098,34.075299,0.841014
-12.957061,98.937503,24.178669,34.064438,0.838153
-12.957061,100.062503,24.231989,34.053098,0.835226
-12.957061,101.187503,24.282057,34.042670,0.832507
-12.957061,102.312503,24.333966,34.031480,0.829455
-12.957061,103.437503,24.398644,34.018237,0.826058
-12.957061,104.562503,24.461319,34.007343,0.823367
-12.957061,105.687503,24.511373,33.999744,0.821603
-12.957061,106.812503,24.562890,33.995248,0.820542
-12.957061,107.937503,24.639863,33.991471,0.820592
-12.957061,109.062503,24.741179,33.990107,0.822070
-12.957061,110.187503,24.847715,33.992918,0.825376
-12.957061,111.312503,24.961689,33.995870,0.829007
-12.957061,112.437503,25.080023,33.994657,0.831695
-12.957061,113.562503,25.198298,33.983746,0.831661
-12.957061,114.687503,25.324002,33.956167,0.827199
-12.957061,115.812503,25.447365,33.905735,0.816723
-12.957061,116.937503,25.566246,33.826544,0.798907
-12.957061,118.062503,25.670916,33.726448,0.775582
-12.957061,119.187503,25.758214,33.597574,0.744725
-12.957061,120.312503,25.841611,33.431361,0.704968
-12.957061,121.437503,25.898378,33.196537,0.649225
-12.957061,122.562503,25.974193,32.968373,0.596258
-12.957061,123.687503,26.041166,32.797769,0.557968
-12.957061,143.937504,23.894712,34.290738,1.075671
-12.957061,145.062504,23.527409,34.382422,1.106194
-12.957061,146.187504,23.363713,34.415743,1.118533
-12.957061,147.312504,23.403457,34.381336,1.110124
-12.957061,148.437504,23.532254,34.323780,1.094460
-12.957061,149.562504,23.643552,34.298448,1.088900
-12.689151,91.062503,23.963316,34.129256,0.859449
-12.689151,92.187503,23.970049,34.120869,0.855487
-12.689151,93.312503,23.996679,34.109590,0.851238
-12.689151,94.437503,24.051722,34.094802,0.846526
-12.689151,95.562503,24.115503,34.078974,0.842147
-12.689151,96.687503,24.170876,34.065936,0.838287
-12.689151,97.812503,24.219572,34.053572,0.835146
-12.689151,98.937503,24.273912,34.041619,0.831761
-12.689151,100.062503,24.327798,34.029131,0.828560
-12.689151,101.187503,24.378504,34.017565,0.825562
-12.689151,102.312503,24.429078,34.005626,0.822402
-12.689151,103.437503,24.490698,33.991918,0.819020
-12.689151,104.562503,24.551098,33.980346,0.816492
-12.689151,105.687503,24.598575,33.971954,0.814785
-12.689151,106.812503,24.644476,33.966897,0.813927
-12.689151,107.937503,24.714045,33.962569,0.813908
-12.689151,109.062503,24.807516,33.959467,0.815026
-12.689151,110.187503,24.908729,33.958917,0.817468
-12.689151,111.312503,25.016560,33.957030,0.819765
-12.689151,112.437503,25.127029,33.949754,0.820782
-12.689151,113.562503,25.235820,33.932382,0.819057
-12.689151,114.687503,25.351818,33.898668,0.812837
-12.689151,115.812503,25.468802,33.841970,0.800709
-12.689151,116.937503,25.583560,33.755898,0.781242
-12.689151,118.062503,25.685502,33.650449,0.756323
-12.689151,119.187503,25.770737,33.523805,0.726052
-12.689151,120.312503,25.848191,33.372843,0.689848
-12.689151,121.437503,25.896083,33.164270,0.640276
-12.689151,122.562503,25.960954,32.947533,0.589749
-12.689151,123.687503,26.008261,32.788591,0.554289
-12.689151,143.937504,23.901117,34.277154,1.071026
-12.689151,145.062504,23.539412,34.369753,1.101573
-12.689151,146.187504,23.400040,34.397621,1.112273
-12.689151,147.312504,23.456465,34.362903,1.103562
-12.689151,148.437504,23.584435,34.300541,1.086781
-12.689151,149.562504,23.696034,34.276391,1.081394
-12.421720,91.062503,24.042912,34.113432,0.855155
-12.421720,92.187503,24.052203,34.104430,0.851155
-12.421720,93.312503,24.080429,34.092799,0.846655
-12.421720,94.437503,24.135816,34.077890,0.842068
-12.421720,95.562503,24.200169,34.061736,0.837447
-12.421720,96.687503,24.257786,34.047990,0.833548
-12.421720,97.812503,24.307837,34.034556,0.829919
-12.421720,98.937503,24.362157,34.021615,0.826232
-12.421720,100.062503,24.416298,34.008083,0.822772
-12.421720,101.187503,24.467176,33.995406,0.819623
-12.421720,102.312503,24.516791,33.982553,0.816390
-12.421720,103.437503,24.575772,33.968174,0.813102
-12.421720,104.562503,24.633663,33.955621,0.810426
-12.421720,105.687503,24.679453,33.945955,0.808685
-12.421720,106.812503,24.721468,33.939610,0.807515
-12.421720,107.937503,24.784864,33.933957,0.807355
-12.421720,109.062503,24.871385,33.928478,0.807863
-12.421720,110.187503,24.967272,33.924047,0.809284
-12.421720,111.312503,25.069578,33.916970,0.810236
-12.421720,112.437503,25.171949,33.903506,0.809560
-12.421720,113.562503,25.271210,33.879893,0.805964
-12.421720,114.687503,25.377571,33.840602,0.798485
-12.421720,115.812503,25.488008,33.778117,0.784950
-12.421720,116.937503,25.599247,33.684935,0.763407
-12.421720,118.062503,25.699605,33.572990,0.736887
-12.421720,119.187503,25.783956,33.445599,0.705916
-12.421720,120.312503,25.856264,33.304666,0.672086
-12.421720,121.437503,25.896632,33.121988,0.628506
-12.421720,122.562503,25.950647,32.919558,0.581120
-12.421720,123.687503,25.987549,32.773531,0.548122
-12.421720,143.937504,23.915749,34.256459,1.063973
-12.421720,145.062504,23.563491,34.352119,1.095555
-12.421720,146.187504,23.448103,34.375572,1.104613
-12.421720,147.312504,23.522695,34.333860,1.094130
-12.421720,148.437504,23.647319,34.270759,1.077030
-12.421720,149.562504,23.753426,34.252770,1.073712
-12.154529,91.062503,24.120628,34.099525,0.851544
-12.154529,92.187503,24.132040,34.089852,0.847328
-12.154529,93.312503,24.161575,34.077886,0.842910
-12.154529,94.437503,24.217276,34.062998,0.838230
-12.154529,95.562503,24.281149,34.046802,0.833662
-12.154529,96.687503,24.339912,34.032650,0.829553
-12.154529,97.812503,24.390529,34.018368,0.825477
-12.154529,98.937503,24.444127,34.004556,0.821545
-12.154529,100.062503,24.498285,33.990080,0.818116
-12.154529,101.187503,24.548746,33.976269,0.814702
-12.154529,102.312503,24.597757,33.962351,0.811468
-12.154529,103.437503,24.654528,33.947023,0.807957
-12.154529,104.562503,24.709485,33.933106,0.805164
-12.154529,105.687503,24.754554,33.921628,0.802986
-12.154529,106.812503,24.793885,33.913242,0.801561
-12.154529,107.937503,24.852289,33.905504,0.800803
-12.154529,109.062503,24.932457,33.897108,0.800656
-12.154529,110.187503,25.022349,33.888561,0.800927
-12.154529,111.312503,25.119113,33.876358,0.800487
-12.154529,112.437503,25.212584,33.857083,0.798240
-12.154529,113.562503,25.302131,33.827911,0.793337
-12.154529,114.687503,25.398914,33.783991,0.784708
-12.154529,115.812503,25.502399,33.716615,0.769930
-12.154529,116.937503,25.610799,33.616648,0.746377
-12.154529,118.062503,25.710465,33.497925,0.717683
-12.154529,119.187503,25.795946,33.368064,0.686026
-12.154529,120.312503,25.864819,33.232570,0.653287
-12.154529,121.437503,25.899642,33.069421,0.614173
-12.154529,122.562503,25.942613,32.885752,0.570542
-12.154529,123.687503,25.982439,32.746421,0.538239
-12.154529,143.937504,23.936481,34.221644,1.052801
-12.154529,145.062504,23.599520,34.327312,1.087175
-12.154529,146.187504,23.510021,34.348789,1.095721
-12.154529,147.312504,23.602657,34.291435,1.080568
-12.154529,148.437504,23.718288,34.234924,1.065631
-12.154529,149.562504,23.812183,34.229249,1.065846
-11.887397,91.062503,24.197162,34.087441,0.848503
-11.887397,92.187503,24.210241,34.077074,0.844250
-11.887397,93.312503,24.240840,34.064798,0.839751
